employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
1307,38,No,non_travel,556.26,,10,3,,3,female,,3,2, healthcare representative ,3,,4492.84,11681.39,3,no,19,3.0,3,,1,18.0,4,,1,,0,0,1985,,yes
1308,24,No,non_travel,219.45,,17,2,other,4,male,,2,1, laboratory technician ,2,married,1772.5,4608.5,1,no,21,4.0,4,part time,1,1.0,2,3.0,1,,0,0,1999,21270.0,yes
1309,30,Yes,travel_frequently,209.75,,12,4,,2,male,,2,1, sales representative ,1,married,1694.17,4404.83,1,no,18,3.0,3,part time,1,1.0,2,4.0,1,,0,0,1993,20330.0,yes
1310,37,No,travel_rarely,990.68,,2,3,marketing,4,male,,3,2, sales executive ,3,married,8001.67,20804.33,4,,11,3.0,3,full time,1,,3,2.0,3,,1,0,1986,96020.0,no
1311,20,No,travel_rarely,290.04, research & development ,1,3,life sciences,4,female,,2,1, research scientist ,2,,2342.59,6090.75,1,no,13,,4,part time,0,1.0,0,4.0,1,,0,0,2003,28111.13,yes
1312,43,No,non_travel,1715.48,,14,4,other,2,male,,2,4, research director ,4,divorced,13855.83,36025.17,4,,14,3.0,3,full time,1,21.0,3,,1,,0,0,1980,166270.0,no
1313,38,No,non_travel,290.04,,27,1,life sciences,3,female,36.25,3,1, research scientist ,1,,2342.59,6090.75,3,no,17,3.0,4,part time,0,8.0,3,2.0,0,,0,0,1985,28111.13,yes
1314,33,No,non_travel,556.26, sales ,8,4,marketing,3,male,69.53,3,2, sales executive ,3,divorced,4492.84,11681.39,0,,12,3.0,4,part time,0,6.0,3,3.0,5,,1,2,1990,53914.11,no
1315,30,No,non_travel,214.91,,3,3,,3,female,26.86,3,1, research scientist ,3,,1735.83,4513.17,1,no,20,4.0,3,part time,1,1.0,2,,1,,0,0,1993,20830.0,no
1316,29,No,non_travel,556.26, sales ,44,2,medical,2,female,,3,2, sales executive ,3,,4492.84,11681.39,1,no,14,3.0,1,part time,1,,5,2.0,6,,1,2,1994,53914.11,no
1317,20,Yes,non_travel,104.1,,10,1,medical,4,male,13.01,3,1, research scientist ,3,single,84083.0,2186.17,1,,11,3.0,4,part time,0,,5,3.0,1,,1,1,2003,10090.0,yes
1318,35,No,non_travel,290.04,,20,3,,20,male,,2,1, laboratory technician ,3,married,2342.59,6090.75,1,no,18,3.0,3,,2,1.0,3,3.0,1,,0,0,1988,,no
1319,37,No,non_travel,290.04,,10,2,life sciences,4,male,,4,1, research scientist ,4,single,,6090.75,3,no,17,3.0,1,part time,0,,2,,1,,0,0,1986,28111.13,yes
1320,38,No,non_travel,811.06,,1,3,,3,female,101.38,3,3, manufacturing director ,3,single,6550.83,17032.17,4,yes,14,,4,part time,0,10.0,4,,1,,0,0,1985,78610.0,yes
1321,29,No,non_travel,272.59,,10,3,,3,male,,3,1, sales representative ,3,single,2201.67,5724.33,1,no,11,3.0,3,part time,0,1.0,6,,1,,0,0,1994,26420.0,no
1322,35,No,non_travel,556.26,,2,4,,4,female,,3,2, healthcare representative ,1,divorced,4492.84,11681.39,2,no,11,3.0,1,part time,1,16.0,2,4.0,1,,0,0,1988,53914.11,yes
1323,38,No,travel_rarely,290.04,,2,5,medical,4,male,,3,1, research scientist ,3,married,2342.59,6090.75,6,yes,13,3.0,2,,1,,0,1.0,1,,0,1,1985,,yes
1324,34,No,travel_rarely,528.36,,8,5,life sciences,2,female,,3,2, manufacturing director ,1,,4267.5,11095.5,3,no,14,3.0,3,part time,1,,3,,0,,0,0,1989,51210.0,yes
1325,23,Yes,non_travel,290.04,,6,3,life sciences,3,male,,4,1, laboratory technician ,1,,2342.59,6090.75,1,yes,21,4.0,3,,2,1.0,2,3.0,0,,0,0,2000,,no
1326,24,No,non_travel,277.95,,9,3,life sciences,3,male,,2,1, laboratory technician ,2,divorced,2245.0,5837.0,1,no,11,3.0,3,part time,3,,4,3.0,1,,0,0,1999,26940.0,no
1327,29,Yes,travel_rarely,290.04,,1,2,life sciences,2,female,,2,1, laboratory technician ,1,married,2342.59,6090.75,1,,11,3.0,4,part time,1,1.0,1,3.0,1,,0,0,1994,28111.13,yes
1328,40,No,travel_frequently,525.57,,16,4,medical,1,male,,2,2, laboratory technician ,3,,4245.0,11037.0,6,no,14,3.0,4,part time,0,10.0,6,3.0,1,,0,0,1983,50940.0,yes
1329,30,No,travel_rarely,556.26, research & development ,2,3,,3,female,,2,2, manufacturing director ,4,single,4492.84,11681.39,5,,24,4.0,2,part time,0,12.0,4,2.0,0,,0,0,1993,53914.11,yes
1330,45,No,non_travel,234.62,,2,3,,2,female,29.33,2,1, research scientist ,3,,,4927.0,1,no,14,3.0,4,part time,0,1.0,3,3.0,1,,0,0,1978,22740.0,yes
1331,27,No,non_travel,290.04,,3,3,medical,4,male,36.25,3,1, research scientist ,4,married,2342.59,6090.75,1,,11,3.0,3,part time,3,0.0,6,2.0,0,,0,0,1996,28111.13,yes
1332,37,No,non_travel,556.26,,16,4,marketing,4,male,,2,2, sales executive ,3,,,11681.39,4,,19,,4,part time,2,9.0,2,3.0,1,,0,0,1986,53914.11,yes
1333,32,No,non_travel,238.75,,1,3,life sciences,4,male,,3,1, laboratory technician ,4,divorced,1928.33,5013.67,0,no,12,,2,part time,1,4.0,2,3.0,3,,0,2,1991,23140.0,yes
1334,53,No,travel_rarely,1582.77,,8,3,marketing,1,male,,3,4, sales executive ,4,married,,33238.2,5,,14,3.0,3,full time,1,28.0,3,3.0,2,,2,2,1970,153407.07,yes
1335,37,No,non_travel,1032.49,,19,2,,19,male,,3,3, sales executive ,2,single,,21682.23,1,yes,13,3.0,4,part time,0,,2,3.0,10,,0,9,1986,100071.84,no
1336,32,Yes,travel_rarely,290.04,,25,4,,1,male,,3,1, laboratory technician ,4,,2342.59,6090.75,1,,24,4.0,3,part time,0,1.0,2,1.0,1,,0,1,1991,28111.13,yes
1337,58,Yes,travel_frequently,245.56,,2,1,,4,male,,2,1, laboratory technician ,4,divorced,,5156.67,9,,14,3.0,4,part time,1,3.0,3,2.0,1,,0,0,1965,23800.0,yes
1338,43,No,travel_rarely,556.26,,8,3,,1,female,,3,2, manufacturing director ,2,divorced,4492.84,11681.39,4,no,21,4.0,3,part time,1,4.0,2,4.0,1,,0,0,1980,53914.11,no
1339,21,Yes,travel_rarely,290.04, research & development ,18,1,other,4,female,,3,1, research scientist ,4,single,2342.59,6090.75,1,no,19,,1,part time,0,,3,2.0,1,,0,0,2002,28111.13,no
1340,34,No,non_travel,207.17,,48,3,life sciences,48,male,,3,1, laboratory technician ,2,,1673.33,4350.67,1,no,14,3.0,2,part time,2,1.0,3,3.0,1,,1,0,1989,20080.0,yes
1341,58,No,non_travel,1088.7,,5,3,,3,female,,2,3, healthcare representative ,2,divorced,8793.33,22862.67,2,,13,,4,full time,1,24.0,3,3.0,6,,0,4,1965,105520.0,no
1342,48,No,non_travel,233.07,,20,4,medical,4,male,,3,1, research scientist ,3,married,1882.5,4894.5,4,,17,3.0,1,part time,2,13.0,2,2.0,0,,0,0,1975,22590.0,no
1343,32,No,non_travel,290.04,,1,3,life sciences,3,female,,2,1, laboratory technician ,2,married,2342.59,6090.75,6,no,20,,3,part time,0,5.0,3,3.0,3,,0,2,1991,28111.13,yes
1344,25,Yes,non_travel,248.96,,19,2,marketing,3,male,,2,1, sales representative ,2,married,,5228.17,1,yes,18,,3,part time,3,,2,3.0,1,,0,0,1998,24130.0,no
1345,40,No,non_travel,1032.49, sales ,10,4,marketing,1,male,129.06,2,3, sales executive ,2,divorced,8339.32,21682.23,2,no,12,3.0,2,part time,1,11.0,2,2.0,1,,0,0,1983,100071.84,yes
1346,19,Yes,non_travel,218.83,,21,3,other,4,male,27.35,2,1, sales representative ,2,single,,4595.5,1,yes,13,3.0,2,part time,0,1.0,3,4.0,1,,0,0,2004,21210.0,no
1347,20,Yes,travel_rarely,290.04, research & development ,4,3,technical degree,1,male,,3,1, laboratory technician ,1,single,2342.59,6090.75,1,,19,3.0,2,part time,0,1.0,2,3.0,1,,0,0,2003,28111.13,no
1348,33,No,travel_rarely,556.26,,1,3,,2,female,,2,2, healthcare representative ,4,,4492.84,11681.39,0,,14,3.0,1,part time,0,6.0,3,3.0,5,,1,4,1990,53914.11,yes
1349,58,Yes,travel_rarely,255.77,,2,3,,4,male,,3,1, research scientist ,3,single,,5371.17,4,no,24,4.0,1,part time,0,7.0,4,3.0,1,,0,0,1965,24790.0,no
1350,40,Yes,non_travel,1361.29,,24,3,,2,female,,4,4, sales executive ,2,single,,28587.0,4,,16,3.0,4,full time,0,22.0,2,2.0,1,,0,0,1983,131940.0,yes
1351,29,Yes,travel_rarely,290.04,,10,3,,4,female,36.25,2,1, research scientist ,1,single,2342.59,6090.75,6,yes,20,4.0,3,part time,0,3.0,5,3.0,0,,0,0,1994,28111.13,yes
1352,47,No,travel_rarely,429.52,,18,2,life sciences,4,female,,3,2, sales executive ,4,single,3469.17,9019.83,1,yes,17,3.0,3,,0,9.0,0,3.0,9,,0,7,1976,,no
1353,18,No,non_travel,290.04,,5,2,,2,male,36.25,3,1, research scientist ,4,,2342.59,6090.75,1,no,15,3.0,4,part time,0,,2,3.0,0,,0,0,2005,28111.13,yes
1354,20,Yes,non_travel,268.25,,16,3,medical,4,female,33.53,2,1, research scientist ,1,,,5633.33,1,yes,15,3.0,1,part time,0,1.0,2,3.0,1,,0,0,2003,26000.0,no
1355,42,No,non_travel,1888.4,,5,2,,4,male,,3,5, manager ,3,,15252.5,39656.5,6,no,13,3.0,2,full time,0,21.0,3,4.0,1,,0,0,1981,183030.0,yes
1356,50,No,travel_rarely,245.56, research & development ,9,3,,1,male,,3,1, laboratory technician ,4,married,1983.33,5156.67,4,no,18,,2,,0,8.0,5,3.0,1,,0,0,1973,,yes
1357,37,Yes,travel_rarely,492.87,,11,2,medical,1,female,61.61,1,2, healthcare representative ,2,,3980.83,10350.17,5,no,15,3.0,1,part time,0,15.0,2,1.0,1,,0,0,1986,47770.0,yes
1358,38,No,non_travel,556.26,,3,4,life sciences,2,male,,3,2, sales executive ,4,,4492.84,11681.39,8,yes,12,3.0,3,,0,19.0,1,3.0,1,,0,0,1985,,no
1359,36,Yes,non_travel,556.26,,15,3,,1,male,,3,2, laboratory technician ,3,divorced,,11681.39,7,,14,3.0,2,part time,1,9.0,3,2.0,1,,0,0,1987,53914.11,yes
1360,28,No,travel_rarely,108.54, sales ,10,1,medical,4,male,,3,1, sales representative ,2,married,87667.0,2279.33,1,no,22,4.0,2,,0,,5,3.0,1,,0,0,1995,10520.0,yes
1361,43,No,non_travel,1032.49,,25,3,,3,male,,2,3, sales executive ,4,,,21682.23,5,no,13,3.0,3,part time,1,18.0,5,3.0,1,,0,0,1980,100071.84,yes
1362,21,Yes,travel_rarely,290.04, research & development ,10,3,,3,female,,2,1, laboratory technician ,1,single,2342.59,6090.75,1,no,13,,1,part time,0,1.0,6,2.0,1,,1,0,2002,28111.13,yes
1363,51,Yes,travel_rarely,253.91,,4,4,,1,male,,3,1, research scientist ,3,married,,5332.17,9,,12,,3,part time,3,18.0,2,4.0,10,,2,7,1972,24610.0,no
1364,37,No,non_travel,556.26, sales ,10,4,,4,female,,2,2, sales executive ,4,divorced,,11681.39,2,yes,14,,3,part time,3,8.0,5,3.0,1,,0,0,1986,53914.11,no
1365,28,Yes,non_travel,267.84, research & development ,1,3,medical,1,male,,2,1, laboratory technician ,2,divorced,,5624.67,1,no,15,,1,,2,,2,3.0,1,,0,0,1995,25960.0,no
1366,50,Yes,non_travel,487.81,,1,4,,4,male,,3,2, sales executive ,3,single,,10244.0,3,yes,14,3.0,4,part time,0,5.0,4,3.0,0,,0,0,1973,47280.0,yes
1367,34,No,non_travel,290.04,,3,4,,3,male,,2,1, research scientist ,4,,2342.59,6090.75,3,no,17,3.0,4,part time,3,6.0,2,3.0,0,,0,0,1989,28111.13,yes
1368,38,No,travel_rarely,758.44,,2,2,marketing,4,male,,3,3, sales executive ,2,single,6125.83,15927.17,7,no,16,3.0,3,part time,0,,2,3.0,1,,0,0,1985,73510.0,yes
1369,42,No,non_travel,556.26,,29,3,,2,male,,1,2, laboratory technician ,4,,4492.84,11681.39,4,,19,3.0,1,part time,0,16.0,3,3.0,1,,0,0,1981,53914.11,no
1370,18,Yes,non_travel,290.04,,8,1,,3,male,,3,1, laboratory technician ,3,single,2342.59,6090.75,1,no,12,3.0,4,part time,0,,0,3.0,0,,0,0,2005,28111.13,yes
1371,41,No,non_travel,491.73,,12,4,,2,male,,3,1, laboratory technician ,4,,3971.67,10326.33,3,yes,11,3.0,1,full time,1,6.0,4,,1,,0,0,1982,47660.0,no
1372,35,No,travel_rarely,232.97, research & development ,1,4,medical,4,male,,2,1, laboratory technician ,3,,1881.67,4892.33,6,no,12,3.0,2,part time,1,,2,3.0,8,,1,7,1988,22580.0,yes
1373,32,No,non_travel,291.67, sales ,2,1,,3,female,,3,1, sales representative ,1,,,6125.17,1,,12,3.0,3,full time,3,1.0,3,3.0,1,,0,0,1991,28270.0,yes
1374,22,Yes,non_travel,294.36,,3,4,life sciences,3,male,36.79,2,1, research scientist ,4,married,2377.5,6181.5,0,yes,11,3.0,2,full time,1,1.0,5,3.0,0,,0,0,2001,28530.0,yes
1375,44,No,non_travel,236.27,,26,3,,26,male,,1,1, research scientist ,3,single,,4961.67,2,no,13,,4,part time,0,6.0,3,3.0,0,,0,0,1979,22900.0,yes
1376,41,Yes,non_travel,217.39,,5,2,life sciences,1,male,,2,1, research scientist ,1,,1755.83,4565.17,6,no,17,3.0,1,part time,1,5.0,2,1.0,1,,0,0,1982,21070.0,yes
1377,40,No,travel_frequently,556.26,,2,4,,2,male,,3,2, sales executive ,2,,,11681.39,5,no,12,3.0,4,part time,3,,2,3.0,0,,0,0,1983,53914.11,no
1378,24,Yes,non_travel,228.02,,17,2,life sciences,4,female,,3,1, laboratory technician ,2,,1841.67,4788.33,1,,13,3.0,1,part time,1,1.0,3,1.0,1,,0,0,1999,22100.0,yes
1379,42,No,travel_frequently,1360.98,,26,5,medical,1,female,,3,3, research director ,1,married,10992.5,28580.5,3,yes,17,3.0,3,,0,,6,3.0,1,,0,0,1981,131910.0,no
1380,49,No,non_travel,1973.98, research & development ,4,2,medical,1,male,,2,5, manager ,3,married,,41453.67,2,,13,,3,full time,1,23.0,2,4.0,1,,0,0,1974,191324.62,yes
1381,48,No,travel_rarely,290.04,,2,2,technical degree,4,male,,4,1, laboratory technician ,2,single,2342.59,6090.75,5,,11,3.0,3,,0,7.0,4,2.0,1,,0,0,1975,,yes
1382,29,No,travel_rarely,556.26, research & development ,7,3,,3,male,,3,2, healthcare representative ,4,,4492.84,11681.39,1,,11,3.0,2,part time,2,6.0,2,3.0,6,,1,0,1994,53914.11,yes
1383,48,No,non_travel,1884.48, research & development ,1,3,life sciences,4,male,,2,5, research director ,4,single,15220.83,39574.17,6,no,12,3.0,3,,0,,3,4.0,1,,0,0,1975,182650.0,yes
1384,34,No,non_travel,290.04,,20,3,technical degree,3,female,36.25,4,1, research scientist ,3,,2342.59,6090.75,0,no,17,3.0,4,part time,0,2.0,5,2.0,1,,0,0,1989,28111.13,yes
1385,19,No,non_travel,290.04,,25,3,life sciences,2,female,36.25,4,1, research scientist ,4,single,2342.59,6090.75,1,,12,3.0,4,part time,0,1.0,2,3.0,1,,0,1,2004,28111.13,yes
1386,23,No,non_travel,290.04,,1,2,,4,male,36.25,3,1, research scientist ,3,,2342.59,6090.75,1,no,22,4.0,4,part time,1,1.0,2,3.0,1,0.0,0,1,2000,28111.13,no
1387,25,Yes,travel_frequently,115.35,,32,1,,3,male,,1,1, sales representative ,4,single,93167.0,2422.33,1,yes,14,,4,,0,1.0,4,3.0,1,,1,0,1998,,yes
1388,42,No,non_travel,244.73,,34,4,medical,2,female,,4,2, research scientist ,2,married,,5139.33,6,yes,16,3.0,4,part time,0,18.0,2,3.0,1,,0,0,1981,23720.0,no
1389,51,No,travel_frequently,292.81,,6,2,medical,2,female,36.6,2,1, laboratory technician ,3,single,2365.0,6149.0,0,,14,3.0,2,full time,0,8.0,6,2.0,7,,7,7,1972,28380.0,no
1390,45,No,travel_frequently,1863.44,,25,3,medical,2,female,,3,5, manager ,2,,15050.83,39132.17,3,,22,4.0,3,full time,0,22.0,4,3.0,0,,0,0,1978,180610.0,no
1391,27,No,non_travel,290.04,,11,3,medical,3,female,,4,1, sales representative ,4,married,2342.59,6090.75,8,,14,,2,part time,1,5.0,4,3.0,1,,0,0,1996,28111.13,yes
1392,18,No,non_travel,166.21,,1,3,,4,female,,3,1, laboratory technician ,4,single,1342.5,3490.5,1,,15,3.0,3,part time,0,0.0,5,4.0,0,,0,0,2005,16110.0,no
1393,31,Yes,travel_frequently,290.04,,2,3,,3,female,,2,1, sales representative ,4,single,2342.59,6090.75,7,no,14,3.0,3,part time,0,3.0,3,4.0,1,,0,0,1992,28111.13,yes
1394,31,Yes,travel_frequently,290.04,,1,4,life sciences,2,female,,1,1, sales representative ,3,single,2342.59,6090.75,1,,12,,2,part time,0,,3,3.0,1,,0,0,1992,28111.13,no
1395,31,Yes,travel_rarely,290.04,,8,3,life sciences,1,female,,2,1, research scientist ,2,,2342.59,6090.75,1,,12,3.0,3,part time,0,,3,4.0,1,,0,0,1992,28111.13,no
1396,27,No,travel_rarely,290.04,,11,1,life sciences,2,male,36.25,3,1, laboratory technician ,1,married,2342.59,6090.75,0,,14,3.0,2,part time,0,6.0,3,4.0,5,,1,4,1996,28111.13,no
1397,39,Yes,non_travel,290.04,,2,3,,1,female,,2,1, laboratory technician ,1,single,,6090.75,2,yes,23,4.0,2,,0,11.0,2,4.0,1,,0,0,1984,28111.13,yes
1398,44,No,travel_frequently,491.94,,1,5,marketing,1,female,,3,2, sales executive ,3,married,3973.33,10330.67,7,,12,,3,part time,1,11.0,4,2.0,1,,0,0,1979,47680.0,no
1399,30,No,non_travel,131.44, research & development ,25,3,,25,male,,3,1, research scientist ,3,,,2760.33,1,,13,3.0,2,part time,2,1.0,2,2.0,1,,0,0,1993,12740.0,no
1400,35,No,travel_rarely,248.03,,26,1,life sciences,4,male,,3,1, sales representative ,3,,2003.33,5208.67,1,no,13,,1,part time,1,1.0,3,3.0,1,0.0,0,0,1988,24040.0,yes
1401,24,Yes,travel_frequently,290.04,,9,3,,2,male,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,2,,11,3.0,3,part time,0,,2,2.0,0,,0,0,1999,28111.13,no
1402,24,No,non_travel,209.75,,13,2,,4,female,,3,1, sales representative ,2,married,,4404.83,1,,13,3.0,3,part time,1,1.0,2,,1,,0,0,1999,20330.0,yes
1403,28,Yes,non_travel,264.23,,2,2,medical,3,male,,2,1, laboratory technician ,1,single,,5548.83,7,no,11,,3,part time,0,8.0,2,2.0,0,,0,0,1995,25610.0,yes
1404,28,No,travel_rarely,161.26,,1,3,life sciences,1,male,,2,1, research scientist ,3,,,3386.5,1,,14,3.0,4,part time,1,1.0,2,1.0,1,,0,0,1995,15630.0,no
1405,33,No,non_travel,659.08,,8,5,,4,male,,3,2, healthcare representative ,3,,5323.33,13840.67,2,,17,3.0,1,,0,14.0,6,3.0,0,,0,0,1990,,yes
1406,39,No,travel_rarely,864.19,,6,3,,2,female,108.02,3,3, manufacturing director ,2,single,,18148.0,4,,18,,4,part time,0,9.0,3,3.0,2,,2,2,1984,83760.0,no
1407,42,No,non_travel,499.47,,2,3,medical,3,male,,2,1, laboratory technician ,2,married,4034.17,10488.83,4,,14,,2,full time,1,,3,,1,,0,0,1981,48410.0,yes
1408,29,No,travel_rarely,290.04,,9,3,,3,male,36.25,4,1, research scientist ,3,married,2342.59,6090.75,6,no,18,3.0,1,part time,2,,2,2.0,1,0.0,0,0,1994,28111.13,no
1409,35,No,travel_rarely,290.04,,1,3,,4,male,,2,1, laboratory technician ,1,,,6090.75,1,no,19,3.0,2,part time,0,,3,3.0,3,,1,2,1988,28111.13,no
1410,35,Yes,travel_rarely,213.98,,14,3,,14,female,,3,1, laboratory technician ,1,,1728.33,4493.67,1,,12,3.0,4,,1,1.0,2,3.0,1,,0,0,1988,,yes
1411,34,No,non_travel,306.63,,13,4,medical,13,male,,3,1, research scientist ,4,single,2476.67,6439.33,1,,13,3.0,3,full time,0,,4,,1,,0,0,1989,29720.0,no
1412,26,No,travel_rarely,290.04,,3,3,,1,female,,3,1, research scientist ,4,,,6090.75,1,,21,4.0,1,part time,0,1.0,5,3.0,1,,0,0,1997,28111.13,yes
1413,36,No,travel_rarely,703.13,,1,4,life sciences,2,female,,3,2, sales executive ,3,single,5679.17,14765.83,6,no,13,3.0,1,full time,0,,5,3.0,1,,0,0,1987,68150.0,yes
1414,50,No,non_travel,1973.98,,24,3,marketing,24,male,,3,5, manager ,3,married,15943.72,41453.67,4,yes,16,,3,full time,1,,2,3.0,1,,0,0,1973,191324.62,no
1415,42,No,travel_rarely,1973.98,,9,2,,4,male,,2,5, manager ,4,,,41453.67,8,no,22,4.0,4,full time,0,24.0,2,3.0,1,,0,1,1981,191324.62,no
1416,35,No,non_travel,277.54,,7,2,life sciences,3,male,,2,1, laboratory technician ,4,,2241.67,5828.33,1,no,18,3.0,4,,1,,5,2.0,1,,0,1,1988,,no
1417,46,No,travel_rarely,1812.47,,1,4,life sciences,4,male,226.56,4,4, manager ,1,,,38061.83,1,,15,3.0,2,full time,0,27.0,5,1.0,26,,0,12,1977,175670.0,no
1418,18,Yes,travel_frequently,161.88, sales ,3,2,medical,2,female,,3,1, sales representative ,4,single,,3399.5,1,yes,12,3.0,3,part time,0,0.0,2,4.0,0,,0,0,2005,15690.0,yes
1419,29,No,non_travel,431.99,,5,3,,1,male,,2,2, sales executive ,2,divorced,3489.17,9071.83,1,yes,13,,2,part time,1,10.0,3,2.0,10,,0,9,1994,41870.0,yes
1420,31,No,non_travel,556.26,,5,4,life sciences,1,female,,3,2, sales executive ,4,,4492.84,11681.39,1,no,11,3.0,1,part time,2,10.0,2,,10,,0,2,1992,53914.11,yes
1421,41,No,travel_rarely,1032.49,,23,2,,4,male,129.06,3,3, sales executive ,3,single,8339.32,21682.23,3,,16,3.0,4,part time,0,21.0,2,3.0,2,,0,2,1982,100071.84,yes
1422,38,No,travel_rarely,341.1,,4,2,,4,female,,3,1, laboratory technician ,3,,,7163.0,7,,19,3.0,4,full time,1,7.0,5,,0,,0,0,1985,33060.0,yes
1423,32,Yes,travel_rarely,143.72,,2,4,life sciences,4,male,,3,1, laboratory technician ,2,single,,3018.17,1,no,12,3.0,1,part time,0,1.0,2,3.0,1,,0,0,1991,13930.0,yes
1424,60,No,non_travel,1122.85,,1,4,,3,male,,1,3, healthcare representative ,4,divorced,9069.17,23579.83,3,no,20,4.0,3,full time,1,19.0,2,4.0,1,,0,0,1963,108830.0,no
1425,24,Yes,non_travel,290.04,,22,1,,4,male,,1,1, human resources ,3,married,2342.59,6090.75,1,no,11,,3,,1,1.0,2,3.0,1,,0,0,1999,,yes
1426,40,No,travel_rarely,556.26,,8,2,life sciences,2,female,,3,2, manufacturing director ,1,,,11681.39,2,yes,16,3.0,2,,1,18.0,3,3.0,1,,0,0,1983,53914.11,yes
1427,30,No,travel_rarely,295.29,,21,1,,2,male,,3,1, research scientist ,4,married,2385.0,6201.0,1,no,12,3.0,2,,1,10.0,2,2.0,10,,0,8,1993,,yes
1428,47,No,non_travel,556.26,,2,4,marketing,3,male,,3,2, sales executive ,2,,4492.84,11681.39,7,no,11,3.0,4,part time,1,4.0,3,1.0,1,,0,0,1976,53914.11,yes
1429,32,Yes,travel_rarely,694.88, sales ,1,2,,1,male,,1,2, sales executive ,2,single,5612.5,14592.5,6,,15,3.0,2,full time,0,10.0,2,3.0,0,,0,0,1991,67350.0,no
1430,45,No,travel_rarely,1006.57,,41,3,life sciences,41,female,,1,3, human resources ,3,married,,21138.0,4,,21,4.0,3,,2,9.0,2,4.0,5,,0,3,1978,97560.0,yes
1431,34,No,non_travel,290.04,,2,4,,4,male,,4,1, research scientist ,4,married,2342.59,6090.75,0,yes,14,3.0,1,part time,3,6.0,3,3.0,5,,1,2,1989,28111.13,no
1432,33,Yes,non_travel,1032.49,,16,3,,1,female,,3,3, sales executive ,1,,8339.32,21682.23,2,yes,20,4.0,3,part time,0,,2,2.0,0,,0,0,1990,100071.84,yes
1433,31,Yes,travel_rarely,1032.49,,16,4,,1,male,,3,3, sales executive ,3,married,8339.32,21682.23,2,,13,3.0,1,,3,,2,3.0,1,,0,0,1992,,yes
1434,29,No,travel_rarely,290.04,,4,3,technical degree,4,female,,2,1, research scientist ,1,divorced,,6090.75,1,,13,3.0,3,part time,1,,2,3.0,1,,0,0,1994,28111.13,yes
1435,30,No,non_travel,546.21,,16,3,,3,male,68.28,4,2, healthcare representative ,3,married,4411.67,11470.33,3,no,16,3.0,3,part time,1,10.0,3,3.0,7,,1,7,1993,52940.0,no
1436,38,No,travel_rarely,556.26,,18,3,medical,2,male,69.53,1,2, healthcare representative ,4,married,,11681.39,3,,16,3.0,3,part time,1,,2,3.0,1,,1,0,1985,53914.11,yes
1437,43,Yes,non_travel,251.44,,17,3,technical degree,3,male,31.43,2,1, research scientist ,3,,2030.83,5280.17,9,yes,16,3.0,4,part time,1,6.0,4,3.0,1,,0,0,1980,24370.0,no
1438,55,No,travel_rarely,1973.98,,44,3,,3,male,,2,5, research director ,1,married,,41453.67,8,no,12,3.0,2,full time,3,34.0,2,3.0,1,,0,0,1968,191324.62,no
1439,21,Yes,non_travel,290.04,,7,1,marketing,2,male,,3,1, sales representative ,2,single,2342.59,6090.75,1,,13,3.0,2,,0,,3,3.0,1,,1,0,2002,,yes
1440,22,Yes,travel_rarely,290.04,,45,1,medical,3,female,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,1,yes,17,3.0,3,part time,0,1.0,6,3.0,1,,0,0,2001,28111.13,yes
1441,37,No,travel_rarely,420.02,,8,2,other,3,male,,3,2, human resources ,2,divorced,,8820.5,2,no,13,3.0,3,part time,0,19.0,4,2.0,10,,4,7,1986,40710.0,yes
1442,42,No,travel_rarely,556.26,,13,3,,2,male,69.53,4,2, healthcare representative ,1,married,4492.84,11681.39,5,no,18,,3,part time,2,10.0,2,2.0,0,,0,0,1981,53914.11,no
1443,18,No,non_travel,290.04,,14,3,,2,female,,3,1, research scientist ,3,single,2342.59,6090.75,1,,16,3.0,3,,0,0.0,4,1.0,0,,0,0,2005,,yes
1444,31,Yes,travel_rarely,304.98,,18,5,human resources,4,male,,4,1, human resources ,1,married,2463.33,6404.67,0,no,17,3.0,3,full time,0,2.0,4,3.0,1,,0,0,1992,29560.0,yes
1445,36,No,travel_rarely,556.26,,2,4,,4,female,,3,2, research scientist ,2,,,11681.39,4,yes,22,4.0,4,,1,,2,3.0,1,,0,0,1987,53914.11,yes
1446,32,No,travel_frequently,479.56,,10,4,marketing,4,male,59.94,3,2, sales executive ,4,,3873.33,10070.67,8,,13,3.0,3,part time,0,,2,4.0,0,,0,0,1991,46480.0,yes
1447,29,No,non_travel,556.26,,29,1,life sciences,4,male,69.53,1,2, healthcare representative ,3,divorced,,11681.39,8,no,17,,4,part time,2,11.0,3,,7,,1,6,1994,53914.11,no
1448,42,No,travel_rarely,290.04,,8,3,,4,male,,3,1, laboratory technician ,3,,2342.59,6090.75,4,no,13,,4,part time,0,,3,3.0,0,,0,0,1981,28111.13,yes
